model,day,event_id,market_id,model_prob_yes,yes_ask,no_ask,outcome,platform,pnl,cost
GPT-5.6 Sol,11,E2027,M03696,0.8,83.0,18.0,0.0,Polymarket,0.01639999999999997,0.003599999999999993
GPT-5.6 Sol,11,E2027,M03697,0.1999999999999999,18.0,83.0,1.0,Polymarket,0.016399999999999925,0.003599999999999983
GPT-5.6 Sol,11,E4294,M08236,0.001,1.1,99.8,0.0,Polymarket,2.0000000000000486e-06,0.0009980000000000008
GPT-5.6 Sol,11,E4294,M08237,0.999,99.8,1.1,1.0,Polymarket,2.0000000000000486e-06,0.0009980000000000008
GPT-5.6 Sol,11,E2029,M03700,0.99,99.8,0.4,1.0,Polymarket,-2.4000000000000034e-05,2.4000000000000034e-05
GPT-5.6 Sol,11,E2029,M03701,0.01,0.4,99.8,0.0,Polymarket,-2.4e-05,2.4e-05
GPT-5.6 Sol,11,E2030,M03702,0.52,59.0,43.0,1.0,Polymarket,-0.021499999999999995,0.021499999999999995
GPT-5.6 Sol,11,E2030,M03703,0.48,43.0,59.0,0.0,Polymarket,-0.021499999999999995,0.021499999999999995
GPT-5.6 Sol,11,E2032,M03706,0.01,0.1,99.9,0.0,Polymarket,-9.000000000000002e-06,9.000000000000002e-06
GPT-5.6 Sol,11,E2032,M03707,0.99,99.9,0.1,1.0,Polymarket,-9.000000000000009e-06,9.000000000000009e-06
GPT-5.6 Sol,11,E2033,M03708,0.99,99.9,0.4,1.0,Polymarket,-2.4000000000000034e-05,2.4000000000000034e-05
GPT-5.6 Sol,11,E2033,M03709,0.01,0.4,99.9,0.0,Polymarket,-2.4e-05,2.4e-05
GPT-5.6 Sol,11,E2034,M03710,0.82,89.0,12.0,1.0,Kalshi,-0.007200000000000006,0.007200000000000006
GPT-5.6 Sol,11,E2034,M03711,0.18,12.0,89.0,0.0,Kalshi,-0.0072,0.0072
GPT-5.6 Sol,11,E2035,M03712,0.6,63.0,38.0,0.0,Polymarket,0.012400000000000012,0.007600000000000007
GPT-5.6 Sol,11,E2035,M03713,0.4,38.0,63.0,1.0,Polymarket,0.012400000000000012,0.007600000000000007
GPT-5.6 Sol,11,E2036,M03714,0.7,74.0,27.0,0.0,Polymarket,0.021900000000000017,0.008100000000000008
GPT-5.6 Sol,11,E2036,M03715,0.1,10.0,91.0,1.0,Polymarket,,
GPT-5.6 Sol,11,E2037,M03716,0.67,70.93,31.0,1.0,Polymarket,-0.0061999999999999885,0.0061999999999999885
GPT-5.6 Sol,11,E2037,M03717,0.3299999999999999,31.0,70.93,0.0,Polymarket,-0.006199999999999971,0.006199999999999971
GPT-5.6 Sol,11,E4121,M08238,0.08,6.0,95.0,0.0,Polymarket,-0.0012000000000000001,0.0012000000000000001
GPT-5.6 Sol,11,E2040,M03722,0.68,67.0,34.0,1.0,Polymarket,0.0033000000000000026,0.006700000000000006
GPT-5.6 Sol,11,E2040,M03723,0.3199999999999999,34.0,67.0,0.0,Polymarket,0.003300000000000039,0.006700000000000081
GPT-5.6 Sol,11,E4130,M07910,0.54,50.0,51.0,0.0,Kalshi,-0.020000000000000018,0.020000000000000018
GPT-5.6 Sol,11,E4130,M07911,0.4599999999999999,51.0,50.0,1.0,Kalshi,-0.020000000000000018,0.020000000000000018
GPT-5.6 Sol,11,E2041,M03724,0.47,46.0,55.00000000000001,1.0,Polymarket,0.005399999999999974,0.004599999999999979
GPT-5.6 Sol,11,E2041,M03725,0.53,55.00000000000001,46.0,0.0,Polymarket,0.005399999999999974,0.004599999999999979
GPT-5.6 Sol,11,E2042,M03726,0.18,26.0,55.00000000000001,0.0,Polymarket,0.1215,0.14850000000000002
GPT-5.6 Sol,11,E2043,M03727,0.16,15.0,86.0,0.0,Kalshi,-0.0015000000000000013,0.0015000000000000013
GPT-5.6 Sol,11,E2043,M03728,0.84,86.0,15.0,1.0,Kalshi,-0.0015000000000000055,0.0015000000000000055
GPT-5.6 Sol,11,E2044,M03729,0.75,83.0,19.0,1.0,Kalshi,-0.0114,0.0114
GPT-5.6 Sol,11,E2044,M03730,0.25,19.0,83.0,0.0,Kalshi,-0.0114,0.0114
GPT-5.6 Sol,11,E2045,M03731,0.43,38.0,63.0,1.0,Kalshi,0.030999999999999993,0.018999999999999996
GPT-5.6 Sol,11,E2045,M03732,0.5700000000000001,63.0,38.0,0.0,Kalshi,0.030999999999999958,0.018999999999999975
GPT-5.6 Sol,11,E2046,M03733,0.45,47.0,54.0,0.0,Polymarket,0.004600000000000003,0.0054000000000000055
GPT-5.6 Sol,11,E2046,M03734,0.55,54.0,47.0,1.0,Polymarket,0.004600000000000003,0.0054000000000000055
GPT-5.6 Sol,11,E2047,M03735,0.5,54.0,47.0,0.0,Polymarket,0.015900000000000015,0.014100000000000012
GPT-5.6 Sol,11,E2047,M03736,0.5,47.0,54.0,1.0,Polymarket,0.015900000000000015,0.014100000000000012
GPT-5.6 Sol,11,E4133,M07916,0.99,99.0,19.0,1.0,Kalshi,,
GPT-5.6 Sol,11,E4133,M07917,0.01,19.0,99.0,0.0,Kalshi,,
GPT-5.6 Sol,11,E2050,M03740,0.32,31.0,70.0,0.0,Polymarket,-0.003100000000000003,0.003100000000000003
GPT-5.6 Sol,11,E2050,M03741,0.6799999999999999,70.0,31.0,1.0,Polymarket,-0.00310000000000002,0.00310000000000002
GPT-5.6 Sol,11,E2051,M03742,0.53,55.00000000000001,46.0,0.0,Polymarket,0.005399999999999974,0.004599999999999979
GPT-5.6 Sol,11,E2051,M03743,0.47,46.0,55.00000000000001,1.0,Polymarket,0.005399999999999974,0.004599999999999979
GPT-5.6 Sol,11,E2052,M03744,0.28,0.1,99.9,0.0,Polymarket,-0.000279,0.000279
GPT-5.6 Sol,11,E2052,M03745,0.72,99.9,0.1,1.0,Polymarket,-0.000279,0.000279
GPT-5.6 Sol,11,E2053,M03746,0.65,66.0,33.0,1.0,Polymarket,-0.006599999999999988,0.006599999999999988
GPT-5.6 Sol,11,E2053,M03747,0.35,33.0,66.0,0.0,Polymarket,-0.006599999999999988,0.006599999999999988
GPT-5.6 Sol,11,E2054,M03748,0.81,85.0,16.0,1.0,Polymarket,-0.004799999999999991,0.004799999999999991
GPT-5.6 Sol,11,E2054,M03749,0.1899999999999999,16.0,85.0,0.0,Polymarket,-0.004799999999999982,0.004799999999999982
GPT-5.6 Sol,11,E2055,M03750,0.01,1.4,98.35,0.0,Polymarket,0.00010725000000000144,0.00639275000000006
GPT-5.6 Sol,11,E2055,M03751,0.99,98.35,1.4,1.0,Polymarket,0.00010725000000000144,0.00639275000000006
GPT-5.6 Sol,11,E2056,M03752,0.82,86.0,17.0,1.0,Polymarket,-0.0017000000000000064,0.0017000000000000064
GPT-5.6 Sol,11,E2056,M03753,0.18,17.0,86.0,0.0,Polymarket,-0.0016999999999999969,0.0016999999999999969
GPT-5.6 Sol,11,E2057,M03754,0.63,68.0,33.0,0.0,Kalshi,0.026799999999999984,0.013199999999999995
GPT-5.6 Sol,11,E2057,M03755,0.37,33.0,68.0,1.0,Kalshi,0.026799999999999984,0.013199999999999995
GPT-5.6 Sol,11,E2058,M03756,0.23,20.0,81.0,0.0,Kalshi,-0.006,0.006
GPT-5.6 Sol,11,E2058,M03757,0.77,81.0,20.0,1.0,Kalshi,-0.005999999999999995,0.005999999999999995
GPT-5.6 Sol,12,E2063,M03766,0.39,26.1,68.0,1.0,Polymarket,0.095331,0.033669000000000004
GPT-5.6 Sol,12,E2063,M03767,0.97,97.0,22.0,1.0,Polymarket,,
GPT-5.6 Sol,12,E4295,M08239,0.52,59.0,80.0,1.0,Polymarket,,
GPT-5.6 Sol,12,E4295,M08240,0.57,95.0,26.0,1.0,Polymarket,-0.04420000000000001,0.04420000000000001
GPT-5.6 Sol,12,E3606,M06817,0.98,97.0,4.0,1.0,Kalshi,0.0002999999999999999,0.009700000000000009
GPT-5.6 Sol,12,E2064,M03768,0.02,1.6,99.0,0.0,Polymarket,-6.4e-05,6.4e-05
GPT-5.6 Sol,12,E4112,M07874,0.99,99.9,0.2,1.0,Polymarket,-1.600000000000002e-05,1.600000000000002e-05
GPT-5.6 Sol,12,E4112,M07875,0.01,0.2,99.9,0.0,Polymarket,-1.6e-05,1.6e-05
GPT-5.6 Sol,12,E2066,M03771,0.01,0.2,99.9,0.0,Polymarket,-1.6e-05,1.6e-05
GPT-5.6 Sol,12,E2066,M03772,0.01,0.6,99.8,0.0,Polymarket,-2.4e-05,2.4e-05
GPT-5.6 Sol,12,E2066,M03773,0.001,0.2,99.9,0.0,Polymarket,,
GPT-5.6 Sol,12,E2066,M03774,0.001,0.2,99.9,0.0,Polymarket,,
GPT-5.6 Sol,12,E2067,M03775,0.34,20.0,82.0,0.0,Polymarket,-0.028000000000000004,0.028000000000000004
GPT-5.6 Sol,12,E2067,M03776,0.6599999999999999,82.0,20.0,1.0,Polymarket,-0.028000000000000014,0.028000000000000014
GPT-5.6 Sol,12,E2068,M03777,0.89,91.0,10.0,1.0,Kalshi,-0.000999999999999998,0.000999999999999998
GPT-5.6 Sol,12,E2069,M03778,0.86,90.0,13.0,0.0,Kalshi,0.008700000000000008,0.0013000000000000012
GPT-5.6 Sol,12,E2069,M03779,0.14,13.0,90.0,1.0,Kalshi,0.008700000000000008,0.0013000000000000012
GPT-5.6 Sol,12,E2070,M03780,0.1,14.4,91.4,0.0,Polymarket,,
GPT-5.6 Sol,12,E2070,M03781,0.12,12.0,92.0,0.0,Polymarket,,
GPT-5.6 Sol,12,E2070,M03782,0.45,40.0,68.0,0.0,Polymarket,-0.019999999999999997,0.019999999999999997
GPT-5.6 Sol,12,E2072,M03784,0.18,16.0,85.0,0.0,Kalshi,-0.0031999999999999984,0.0031999999999999984
GPT-5.6 Sol,12,E2072,M03785,0.8200000000000001,85.0,16.0,1.0,Kalshi,-0.0031999999999999897,0.0031999999999999897
GPT-5.6 Sol,12,E2073,M03786,0.09,0.1,99.9,0.0,Polymarket,-8.9e-05,8.9e-05
GPT-5.6 Sol,12,E2074,M03787,0.6,59.0,42.0,0.0,Polymarket,-0.005900000000000005,0.005900000000000005
GPT-5.6 Sol,12,E2074,M03788,0.4,42.0,59.0,1.0,Polymarket,-0.005900000000000005,0.005900000000000005
GPT-5.6 Sol,12,E2075,M03789,0.83,78.0,25.0,1.0,Kalshi,0.010999999999999982,0.03899999999999995
GPT-5.6 Sol,12,E2075,M03790,0.17,25.0,78.0,0.0,Kalshi,0.010999999999999982,0.03899999999999995
GPT-5.6 Sol,12,E2076,M03791,0.58,65.0,36.0,0.0,Kalshi,0.03840000000000003,0.02160000000000002
GPT-5.6 Sol,12,E2076,M03792,0.42,36.0,65.0,1.0,Kalshi,0.038400000000000004,0.021599999999999998
GPT-5.6 Sol,12,E2077,M03793,0.27,22.0,79.0,0.0,Polymarket,-0.011000000000000005,0.011000000000000005
GPT-5.6 Sol,12,E2077,M03794,0.73,79.0,22.0,1.0,Polymarket,-0.011000000000000005,0.011000000000000005
GPT-5.6 Sol,12,E2078,M03795,0.2,19.0,82.0,0.0,Kalshi,-0.0019000000000000017,0.0019000000000000017
GPT-5.6 Sol,12,E2080,M03797,0.999,98.16,5.45,1.0,Polymarket,0.00032016000000000336,0.01707984000000008
GPT-5.6 Sol,12,E2080,M03798,0.001,5.45,98.16,0.0,Polymarket,0.00032016000000000336,0.01707984000000008
GPT-5.6 Sol,12,E2081,M03799,0.12,31.0,74.0,0.0,Kalshi,0.0364,0.10360000000000001
GPT-5.6 Sol,12,E2081,M03800,0.88,74.0,31.0,1.0,Kalshi,0.0364,0.10360000000000001
GPT-5.6 Sol,12,E2084,M03804,0.99,99.0,2.0,1.0,Kalshi,,
GPT-5.6 Sol,12,E2084,M03805,0.01,2.0,99.0,0.0,Kalshi,,
GPT-5.6 Sol,12,E2085,M03806,0.5,52.0,49.0,0.0,Polymarket,0.005100000000000005,0.004900000000000004
GPT-5.6 Sol,12,E2085,M03807,0.5,49.0,52.0,1.0,Polymarket,0.005100000000000005,0.004900000000000004
GPT-5.6 Sol,12,E4118,M07885,0.56,70.0,36.2,1.0,Polymarket,-0.02823599999999997,0.02823599999999997
GPT-5.6 Sol,12,E4118,M07886,0.4399999999999999,36.2,70.0,0.0,Polymarket,-0.02823599999999995,0.02823599999999995
GPT-5.6 Sol,12,E2087,M03810,0.01,0.1,99.9,0.0,Polymarket,-9.000000000000002e-06,9.000000000000002e-06
GPT-5.6 Sol,12,E2087,M03811,0.99,99.9,0.1,1.0,Polymarket,-9.000000000000009e-06,9.000000000000009e-06
GPT-5.6 Sol,12,E4150,M07952,0.18,14.000000000000002,90.0,1.0,Polymarket,0.034399999999999986,0.005599999999999997
GPT-5.6 Sol,12,E4150,M07953,0.8200000000000001,90.0,14.000000000000002,0.0,Polymarket,0.03439999999999994,0.0055999999999999895
GPT-5.6 Sol,12,E2089,M03814,0.54,56.00000000000001,45.0,0.0,Polymarket,0.0054999999999999745,0.004499999999999979
GPT-5.6 Sol,12,E2089,M03815,0.4599999999999999,45.0,56.00000000000001,1.0,Polymarket,0.005499999999999943,0.0044999999999999546
GPT-5.6 Sol,12,E4136,M07921,0.05,4.0,99.0,0.0,Polymarket,-0.0004000000000000001,0.0004000000000000001
GPT-5.6 Sol,12,E4136,M07922,0.95,99.0,4.0,1.0,Polymarket,-0.00040000000000000175,0.00040000000000000175
GPT-5.6 Sol,12,E4151,M07954,0.43,45.0,56.00000000000001,1.0,Polymarket,-0.005600000000000005,0.005600000000000005
GPT-5.6 Sol,12,E4151,M07955,0.5700000000000001,56.00000000000001,45.0,0.0,Polymarket,-0.005600000000000005,0.005600000000000005
GPT-5.6 Sol,12,E2091,M03818,0.62,68.0,33.0,0.0,Kalshi,0.03349999999999999,0.016499999999999997
GPT-5.6 Sol,12,E4157,M08241,0.2,22.0,79.0,1.0,Kalshi,-0.007900000000000008,0.007900000000000008
GPT-5.6 Sol,12,E4158,M07967,0.38,69.0,32.0,0.0,Kalshi,0.204,0.096
GPT-5.6 Sol,12,E4158,M07968,0.62,32.0,69.0,1.0,Kalshi,0.204,0.096
GPT-5.6 Sol,12,E2093,M03821,0.88,97.0,4.0,1.0,Kalshi,-0.0031999999999999997,0.0031999999999999997
GPT-5.6 Sol,12,E2093,M03822,0.12,4.0,97.0,0.0,Kalshi,-0.0031999999999999997,0.0031999999999999997
GPT-5.6 Sol,12,E2094,M03823,0.96,95.0,8.0,1.0,Kalshi,0.0005000000000000004,0.009500000000000008
GPT-5.6 Sol,12,E2094,M03824,0.04,8.0,95.0,0.0,Kalshi,0.0005000000000000004,0.009500000000000008
GPT-5.6 Sol,12,E2095,M03825,0.16,15.0,86.0,0.0,Kalshi,-0.0015000000000000013,0.0015000000000000013
GPT-5.6 Sol,12,E2095,M03826,0.84,86.0,15.0,1.0,Kalshi,-0.0015000000000000055,0.0015000000000000055
GPT-5.6 Sol,12,E2097,M03829,0.19,15.740000000000002,84.0,1.0,Polymarket,0.02746875999999999,0.005131239999999999
GPT-5.6 Sol,12,E2097,M03830,0.81,84.0,15.740000000000002,0.0,Polymarket,0.027468759999999946,0.00513123999999999
GPT-5.6 Sol,12,E4161,M07973,0.01,2.58,98.7,0.0,Polymarket,3.899999999999997e-05,0.0029610000000000027
GPT-5.6 Sol,12,E4161,M07974,0.99,98.7,2.58,1.0,Polymarket,3.899999999999997e-05,0.0029610000000000027
GPT-5.6 Sol,12,E4296,M08242,0.001,1.21,99.8,0.0,Polymarket,2.0000000000000486e-06,0.0009980000000000008
GPT-5.6 Sol,12,E4296,M08243,0.999,99.8,1.21,1.0,Polymarket,2.0000000000000486e-06,0.0009980000000000008
GPT-5.6 Sol,12,E2099,M03833,0.25,27.0,74.0,0.0,Kalshi,0.0026000000000000025,0.007400000000000006
GPT-5.6 Sol,12,E2100,M03834,0.17,18.0,83.0,0.0,Kalshi,,
GPT-5.6 Sol,12,E2101,M03835,0.01,85.0,19.0,0.0,Polymarket,0.648,0.15200000000000002
GPT-5.6 Sol,12,E2101,M03836,0.99,19.0,85.0,1.0,Polymarket,0.648,0.15200000000000002
GPT-5.6 Sol,12,E2102,M03837,0.58,61.0,40.0,1.0,Polymarket,-0.008000000000000007,0.008000000000000007
GPT-5.6 Sol,12,E2102,M03838,0.42,40.0,61.0,0.0,Polymarket,-0.007999999999999985,0.007999999999999985
GPT-5.6 Sol,13,E2103,M03842,0.29,25.0,76.0,0.0,Kalshi,-0.009999999999999995,0.009999999999999995
GPT-5.6 Sol,13,E2104,M03843,0.06,2.0,99.0,0.0,Kalshi,-0.0007999999999999999,0.0007999999999999999
GPT-5.6 Sol,13,E2105,M03844,0.84,88.0,13.0,1.0,Kalshi,-0.0039000000000000037,0.0039000000000000037
GPT-5.6 Sol,13,E2106,M03845,0.21,17.0,85.0,0.0,Kalshi,-0.006799999999999997,0.006799999999999997
GPT-5.6 Sol,13,E4034,M07687,0.01,0.4,99.7,0.0,Polymarket,-2.4e-05,2.4e-05
GPT-5.6 Sol,13,E4034,M07688,0.99,99.7,0.4,1.0,Polymarket,-2.4000000000000034e-05,2.4000000000000034e-05
GPT-5.6 Sol,13,E0337,M03841,0.02,1.7000000000000002,99.0,0.0,Kalshi,-5.099999999999999e-05,5.099999999999999e-05
GPT-5.6 Sol,13,E1122,M03839,0.02,1.5,98.6,0.0,Kalshi,-7.500000000000001e-05,7.500000000000001e-05
GPT-5.6 Sol,13,E2107,M03846,0.66,63.0,41.0,0.0,Kalshi,-0.018900000000000017,0.018900000000000017
GPT-5.6 Sol,13,E2107,M03847,0.3399999999999999,41.0,63.0,1.0,Kalshi,-0.018900000000000087,0.018900000000000087
GPT-5.6 Sol,13,E2108,M03848,0.01,2.0,99.0,0.0,Kalshi,,
GPT-5.6 Sol,13,E2108,M03849,0.99,99.0,2.0,1.0,Kalshi,,
GPT-5.6 Sol,13,E2109,M03850,0.01,3.0,99.0,0.0,Kalshi,,
GPT-5.6 Sol,13,E2109,M03851,0.99,99.0,3.0,1.0,Kalshi,,
GPT-5.6 Sol,13,E2110,M03852,0.02,3.0,98.0,0.0,Kalshi,,
GPT-5.6 Sol,13,E2113,M03858,0.01,0.6,99.5,0.0,Polymarket,-2.4e-05,2.4e-05
GPT-5.6 Sol,13,E2113,M03859,0.99,99.5,0.6,1.0,Polymarket,-2.400000000000005e-05,2.400000000000005e-05
GPT-5.6 Sol,13,E2114,M03860,0.7,67.5,33.2,0.0,Polymarket,-0.016874999999999942,0.016874999999999942
GPT-5.6 Sol,13,E2115,M03861,0.01,2.0,99.0,0.0,Kalshi,,
GPT-5.6 Sol,13,E2115,M03862,0.99,99.0,2.0,1.0,Kalshi,,
GPT-5.6 Sol,13,E4170,M07992,0.01,0.21,99.9,0.0,Polymarket,-1.6590000000000002e-05,1.6590000000000002e-05
GPT-5.6 Sol,13,E2116,M03863,0.54,51.0,55.00000000000001,1.0,Polymarket,0.014700000000000013,0.015300000000000013
GPT-5.6 Sol,13,E2116,M03864,0.4599999999999999,55.00000000000001,51.0,0.0,Polymarket,0.014700000000000013,0.015300000000000013
GPT-5.6 Sol,13,E2117,M03865,0.2,26.0,75.0,0.0,Polymarket,0.012500000000000011,0.03750000000000003
GPT-5.6 Sol,13,E2118,M03866,0.001,0.05,99.95,0.0,Polymarket,-2.5e-07,2.5e-07
GPT-5.6 Sol,13,E2119,M03867,0.001,0.05,99.95,0.0,Polymarket,-2.5e-07,2.5e-07
GPT-5.6 Sol,13,E2120,M03868,0.96,94.0,7.000000000000001,1.0,Kalshi,0.0012000000000000031,0.018800000000000015
GPT-5.6 Sol,13,E2120,M03869,0.04,7.000000000000001,94.0,0.0,Kalshi,0.0012000000000000031,0.018800000000000015
GPT-5.6 Sol,13,E4139,M08244,0.02,5.949999999999999,96.57,0.0,Polymarket,0.0004904900000000049,0.013809510000000086
GPT-5.6 Sol,13,E4297,M08245,0.09,7.000000000000001,95.9,0.0,Polymarket,-0.0013999999999999993,0.0013999999999999993
GPT-5.6 Sol,13,E2124,M03876,0.93,92.0,9.0,1.0,Polymarket,0.0008000000000000004,0.009200000000000009
GPT-5.6 Sol,13,E2124,M03877,0.0699999999999999,9.0,92.0,0.0,Polymarket,0.000800000000000009,0.00920000000000011
GPT-5.6 Sol,13,E2125,M03878,0.22,4.0,97.0,0.0,Kalshi,-0.0072,0.0072
GPT-5.6 Sol,13,E4172,M07994,0.01,0.8,99.9,0.0,Polymarket,-1.6e-05,1.6e-05
GPT-5.6 Sol,13,E4172,M07995,0.99,99.9,0.8,1.0,Polymarket,-1.600000000000007e-05,1.600000000000007e-05
GPT-5.6 Sol,13,E2126,M03879,0.64,73.0,28.000000000000004,1.0,Polymarket,-0.02239999999999999,0.02239999999999999
GPT-5.6 Sol,13,E2126,M03880,0.36,28.000000000000004,73.0,0.0,Polymarket,-0.02239999999999999,0.02239999999999999
GPT-5.6 Sol,13,E4110,M07867,0.99,98.4,2.4,1.0,Polymarket,9.5999999999998e-05,0.005903999999999896
GPT-5.6 Sol,13,E4110,M07868,0.01,2.4,98.4,0.0,Polymarket,9.5999999999998e-05,0.005903999999999896
GPT-5.6 Sol,13,E2128,M03883,0.07,5.0,96.0,0.0,Kalshi,-0.0010000000000000002,0.0010000000000000002
GPT-5.6 Sol,13,E4298,M08246,0.37,36.0,65.0,0.0,Kalshi,-0.003600000000000003,0.003600000000000003
GPT-5.6 Sol,13,E2130,M03886,0.93,95.0,6.0,1.0,Kalshi,-0.0005999999999999971,0.0005999999999999971
GPT-5.6 Sol,13,E2130,M03887,0.0699999999999999,6.0,95.0,0.0,Kalshi,-0.0005999999999999939,0.0005999999999999939
GPT-5.6 Sol,13,E2131,M03888,0.81,81.0,20.0,1.0,Kalshi,,
GPT-5.6 Sol,13,E2131,M03889,0.1899999999999999,20.0,81.0,0.0,Kalshi,,
GPT-5.6 Sol,13,E2132,M03890,0.5,49.0,52.0,0.0,Kalshi,-0.004900000000000004,0.004900000000000004
GPT-5.6 Sol,13,E2134,M03892,0.01,0.6,99.6,0.0,Kalshi,-2.4e-05,2.4e-05
GPT-5.6 Sol,13,E2134,M03893,0.03,2.7,97.4,0.0,Kalshi,-8.09999999999999e-05,8.09999999999999e-05
GPT-5.6 Sol,13,E2135,M03894,0.31,37.0,65.0,1.0,Polymarket,-0.02599999999999995,0.02599999999999995
GPT-5.6 Sol,13,E2135,M03895,0.69,65.0,37.0,0.0,Polymarket,-0.02599999999999995,0.02599999999999995
GPT-5.6 Sol,13,E2136,M03896,0.001,0.1,99.88,0.0,Polymarket,2.400000000001197e-07,0.00019976000000008888
GPT-5.6 Sol,13,E2136,M03897,0.999,99.88,0.1,1.0,Polymarket,2.400000000001197e-07,0.00019976000000008888
GPT-5.6 Sol,13,E2137,M03898,0.01,0.05,99.95,0.0,Polymarket,-4.75e-06,4.75e-06
GPT-5.6 Sol,13,E2137,M03899,0.99,99.95,0.05,1.0,Polymarket,-4.7500000000000045e-06,4.7500000000000045e-06
GPT-5.6 Sol,13,E2139,M03902,0.001,1.31,99.4,0.0,Polymarket,2.9999999999998778e-05,0.004969999999999895
GPT-5.6 Sol,13,E2139,M03903,0.999,99.4,1.31,1.0,Polymarket,2.9999999999998778e-05,0.004969999999999895
GPT-5.6 Sol,13,E2140,M03904,0.25,24.0,77.0,0.0,Kalshi,-0.002400000000000002,0.002400000000000002
GPT-5.6 Sol,13,E2141,M03905,0.18,19.0,82.0,0.0,Kalshi,1.9984014443252823e-17,9.103828801926283e-17
GPT-5.6 Sol,13,E2141,M03906,0.04,2.0,99.0,0.0,Kalshi,-0.0004,0.0004
GPT-5.6 Sol,13,E2142,M03907,0.67,69.0,32.0,1.0,Kalshi,-0.003199999999999985,0.003199999999999985
GPT-5.6 Sol,13,E2146,M03913,0.03,3.9,99.0,0.0,Polymarket,,
GPT-5.6 Sol,13,E2146,M03914,0.1,4.9,99.2,0.0,Polymarket,-0.0024990000000000004,0.0024990000000000004
GPT-5.6 Sol,13,E2147,M03915,0.96,98.7,1.4,1.0,Polymarket,-0.0003640000000000005,0.0003640000000000005
GPT-5.6 Sol,13,E2147,M03916,0.04,1.4,98.7,0.0,Polymarket,-0.000364,0.000364
GPT-5.6 Sol,13,E2148,M03917,0.29,30.0,71.0,0.0,Kalshi,,
GPT-5.6 Sol,13,E2148,M03918,0.71,71.0,30.0,1.0,Kalshi,,
GPT-5.6 Sol,13,E2149,M03919,0.001,0.5,99.7,0.0,Kalshi,5.999999999999929e-06,0.001994000000000002
GPT-5.6 Sol,13,E2149,M03920,0.999,99.7,0.5,1.0,Kalshi,5.999999999999929e-06,0.001994000000000002
GPT-5.6 Sol,13,E0550,M03840,0.01,0.6,99.7,0.0,Kalshi,-2.4e-05,2.4e-05
GPT-5.6 Sol,13,E2150,M03921,0.27,47.0,54.0,0.0,Kalshi,0.08739999999999996,0.10259999999999998
GPT-5.6 Sol,13,E2150,M03922,0.73,54.0,47.0,1.0,Kalshi,0.08739999999999996,0.10259999999999998
GPT-5.6 Sol,13,E4178,M08006,0.97,99.0,2.0,1.0,Kalshi,-0.00020000000000000052,0.00020000000000000052
GPT-5.6 Sol,13,E4178,M08007,0.03,2.0,99.0,0.0,Kalshi,-0.00019999999999999998,0.00019999999999999998
GPT-5.6 Sol,13,E2151,M03923,0.87,99.0,2.0,1.0,Kalshi,-0.0022,0.0022
GPT-5.6 Sol,13,E2151,M03924,0.13,2.0,99.0,0.0,Kalshi,-0.0022,0.0022
GPT-5.6 Sol,13,E2152,M03925,0.96,98.0,3.0,1.0,Kalshi,-0.0003000000000000011,0.0003000000000000011
GPT-5.6 Sol,13,E2152,M03926,0.04,3.0,98.0,0.0,Kalshi,-0.00030000000000000003,0.00030000000000000003
GPT-5.6 Sol,13,E2153,M03927,0.72,93.0,9.0,1.0,Kalshi,-0.0171,0.0171
GPT-5.6 Sol,13,E2153,M03928,0.28,9.0,93.0,0.0,Kalshi,-0.0171,0.0171
GPT-5.6 Sol,13,E2155,M03931,0.72,74.0,35.0,0.0,Kalshi,,
GPT-5.6 Sol,13,E2155,M03932,0.93,64.0,39.0,1.0,Kalshi,0.10440000000000002,0.18560000000000001
GPT-5.6 Sol,13,E2155,M03933,0.81,72.0,37.0,1.0,Kalshi,0.025200000000000028,0.06480000000000005
GPT-5.6 Sol,13,E2157,M03936,0.46,49.0,52.0,0.0,Polymarket,0.009600000000000008,0.01040000000000001
GPT-5.6 Sol,13,E2157,M03937,0.54,52.0,49.0,1.0,Polymarket,0.009600000000000008,0.01040000000000001
GPT-5.6 Sol,13,E2159,M03940,0.24,9.1,99.27,0.0,Polymarket,-0.013559,0.013559
GPT-5.6 Sol,13,E2159,M03941,0.76,99.27,9.1,1.0,Polymarket,-0.013559,0.013559
GPT-5.6 Sol,13,E4179,M08008,0.18,16.0,85.0,0.0,Polymarket,-0.0031999999999999984,0.0031999999999999984
GPT-5.6 Sol,13,E4179,M08009,0.8200000000000001,85.0,16.0,1.0,Polymarket,-0.0031999999999999897,0.0031999999999999897
GPT-5.6 Sol,13,E4299,M08247,0.78,72.0,30.0,1.0,Kalshi,0.016800000000000016,0.04320000000000004
GPT-5.6 Sol,13,E4299,M08248,0.2199999999999999,30.0,72.0,0.0,Kalshi,0.01680000000000005,0.04320000000000011
GPT-5.6 Sol,13,E2162,M03946,0.46,42.0,60.0,1.0,Kalshi,0.023200000000000023,0.016800000000000013
GPT-5.6 Sol,13,E2162,M03947,0.54,60.0,42.0,0.0,Kalshi,0.023199999999999988,0.016799999999999992
GPT-5.6 Sol,13,E2163,M03948,0.61,44.0,56.99999999999999,1.0,Kalshi,0.09519999999999999,0.07479999999999999
GPT-5.6 Sol,13,E2163,M03949,0.39,56.99999999999999,44.0,0.0,Kalshi,0.09519999999999999,0.07479999999999999
GPT-5.6 Sol,13,E2164,M03950,0.54,54.0,47.0,1.0,Kalshi,,
